2021-09-01,06,20
2021-09-02,06,20
2021-09-03,06,20
2021-09-04,06,20
2021-09-05,06,20
2021-09-06,06,20
2021-09-07,06,20
2021-09-08,06,19
2021-09-09,06,19
2021-09-10,06,19
2021-09-11,06,19
2021-09-12,06,19
2021-09-13,06,19
2021-09-14,06,19
2021-09-15,06,19
2021-09-16,06,19
2021-09-17,06,19
2021-09-18,06,19
2021-09-19,06,19
2021-09-20,06,19
2021-09-21,07,19
2021-09-22,07,19
2021-09-23,07,19
2021-09-24,07,19
2021-09-25,07,19
2021-09-26,07,19
2021-09-27,07,19
2021-09-28,07,19
2021-09-29,07,18
2021-09-30,07,18
2021-10-01,07,18
2021-10-02,07,18
2021-10-03,07,18
2021-10-04,07,18
2021-10-05,07,18
2021-10-06,07,18
2021-10-07,07,18
2021-10-08,07,18
2021-10-09,07,18
2021-10-10,07,18
2021-10-11,07,18
2021-10-12,07,18
2021-10-13,07,18
2021-10-14,07,18
2021-10-15,07,18
2021-10-16,07,18
2021-10-17,07,18
2021-10-18,08,18
2021-10-19,08,18
2021-10-20,08,17
2021-10-21,08,17
2021-10-22,08,17
2021-10-23,08,17
2021-10-24,08,17
2021-10-25,08,17
2021-10-26,08,17
2021-10-27,08,17
2021-10-28,08,17
2021-10-29,08,17
2021-10-30,08,17
2021-10-31,07,16
2021-11-01,07,16
2021-11-02,07,16
2021-11-03,07,16
2021-11-04,07,16
2021-11-05,07,16
2021-11-06,07,16
2021-11-07,07,16
2021-11-08,07,16
2021-11-09,07,16
2021-11-10,07,16
2021-11-11,07,16
2021-11-12,08,16
2021-11-13,08,15
2021-11-14,08,15
2021-11-15,08,15
2021-11-16,08,15
2021-11-17,08,15
2021-11-18,08,15
2021-11-19,08,15
2021-11-20,08,15
2021-11-21,08,15
2021-11-22,08,15
2021-11-23,08,15
2021-11-24,08,15
2021-11-25,08,15
2021-11-26,08,15
2021-11-27,08,15
2021-11-28,08,15
2021-11-29,08,15
2021-11-30,08,15
2021-12-01,08,15
2021-12-02,08,15
2021-12-03,08,15
2021-12-04,08,15
2021-12-05,08,15
2021-12-06,08,15
2021-12-07,08,15
2021-12-08,08,15
2021-12-09,08,15
2021-12-10,08,15
2021-12-11,09,15
2021-12-12,09,15
2021-12-13,09,15
2021-12-14,09,15
2021-12-15,09,15
2021-12-16,09,15
2021-12-17,09,15
2021-12-18,09,15
2021-12-19,09,15
2021-12-20,09,15
2021-12-21,09,15
2021-12-22,09,15
2021-12-23,09,15
2021-12-24,09,15
2021-12-25,09,15
2021-12-26,09,15
2021-12-27,09,15
2021-12-28,09,15
2021-12-29,09,15
2021-12-30,09,15
2021-12-31,09,15
2022-01-01,09,15
2022-01-02,09,15
2022-01-03,09,15
2022-01-04,09,15
2022-01-05,09,15
2022-01-06,09,15
2022-01-07,09,15
2022-01-08,09,15
2022-01-09,09,15
2022-01-10,09,15
2022-01-11,09,15
2022-01-12,09,15
2022-01-13,08,15
2022-01-14,08,15
2022-01-15,08,15
2022-01-16,08,16
2022-01-17,08,16
2022-01-18,08,16
2022-01-19,08,16
2022-01-20,08,16
2022-01-21,08,16
2022-01-22,08,16
2022-01-23,08,16
2022-01-24,08,16
2022-01-25,08,16
2022-01-26,08,16
2022-01-27,08,16
2022-01-28,08,16
2022-01-29,08,16
2022-01-30,08,16
2022-01-31,08,16
2022-02-01,08,16
2022-02-02,08,16
2022-02-03,08,16
2022-02-04,08,16
2022-02-05,08,16
2022-02-06,08,16
2022-02-07,08,16
2022-02-08,08,16
2022-02-09,08,16
2022-02-10,08,17
2022-02-11,08,17
2022-02-12,07,17
2022-02-13,07,17
2022-02-14,07,17
2022-02-15,07,17
2022-02-16,07,17
2022-02-17,07,17
2022-02-18,07,17
2022-02-19,07,17
2022-02-20,07,17
2022-02-21,07,17
2022-02-22,07,17
2022-02-23,07,17
2022-02-24,07,17
2022-02-25,07,17
2022-02-26,07,17
2022-02-27,07,17
2022-02-28,07,17
2022-03-01,07,17
2022-03-02,07,17
2022-03-03,07,17
2022-03-04,07,17
2022-03-05,07,17
2022-03-06,07,17
2022-03-07,06,18
2022-03-08,06,18
2022-03-09,06,18
2022-03-10,06,18
2022-03-11,06,18
2022-03-12,06,18
2022-03-13,06,18
2022-03-14,06,18
2022-03-15,06,18
2022-03-16,06,18
2022-03-17,06,18
2022-03-18,06,18
2022-03-19,06,18
2022-03-20,06,18
2022-03-21,06,18
2022-03-22,06,18
2022-03-23,06,18
2022-03-24,06,18
2022-03-25,06,18
2022-03-26,06,18
2022-03-27,06,19
2022-03-28,06,19
2022-03-29,06,19
2022-03-30,06,19
2022-03-31,06,19
2022-04-01,06,20
2022-04-02,06,20
2022-04-03,06,20
2022-04-04,06,20
2022-04-05,06,20
2022-04-06,06,20
2022-04-07,06,20
2022-04-08,06,20
